Exchange,ErrorCode,ErrorMsg
大商所,52015,新密码不存在特殊字符
大商所,52016,品种控制模式查询失败
大商所,52017,网关类型不正确
大商所,52018,正在进行强平处理
大商所,52019,不能修改强平单顺序
大商所,52020,正在生成强平单
大商所,52021,非交易日品种
大商所,52025,席位登录超出频率限制
大商所,52026,当前标的期货状态为初始化后不允许此操作
大商所,52028,规则生成强平单已经报入，不允许再次强平
大商所,52029,申请已经存在，不允许再次申请
大商所,52030,申请不存在，不允许复核
大商所,52031,复核已经存在，不允许再次复核
大商所,52032,复核请求参数不正确
大商所,52033,不允许使用相同用户进行复核
大商所,52034,当前交易日已强平过，无法再次自动强平
大商所,52035,未满足所有合约处于交易暂停条件
大商所,52036,其他原因
大商所,52037,正在生成强平单，不允许再次强平
大商所,61001,发送数据包失败
大商所,61002,查无记录
大商所,61003,套利策略规则表里不存在此记录
大商所,61004,结算帐号对应的交易资金不存在
大商所,61006,查询开始序列号应小于结束序列号
大商所,61007,查询序列号超过限制范围
大商所,61008,查询次数过多
大商所,61009,没有做市商保护资格
大商所,61010,该品种全市场做市商保护服务未开启
大商所,61011,合约行情不存在
大商所,61012,此会员无结算帐号
大商所,61013,合约状态不存在
大商所,61014,UDS合约交易申请报入量超过上限
大商所,61015,当前市场状态未开启
大商所,61016,会员客户检查不通过
大商所,61017,套利策略不存在
大商所,61018,UDS策略内各腿合约号不可为空
大商所,61019,UDS策略不允许为期货套利策略
大商所,61020,合约不存在
大商所,61021,UDS申请的腿数超过策略支持的腿数
大商所,61022,重复的UDS 合约交易申请
大商所,71001,会员是自营
大商所,71002,开仓超过会员自营限仓
大商所,71003,会员是经纪
大商所,71004,开仓超过会员代理限仓
大商所,71005,开仓超过会员综合限仓
大商所,71006,开仓数量超过客户限制
大商所,71007,平仓数量超过可平数量
大商所,71008,客户无持仓
大商所,71009,客户剩余保值额度不足
大商所,71010,客户没有保值额度
大商所,71011,保值额度不能为负数
大商所,71012,流水号重复，本次修改操作已执行
大商所,71013,无此客户保值额度信息，操作失败
大商所,71014,客户有未成交套保委托，套保额度不能删除
大商所,71015,无此操作类型
大商所,71016,该客户有剩余额度，套保额度不能审批
大商所,71017,客户有未成交套保委托，套保额度不能审批
大商所,71018,剩余保值额度为0 ，不能删除
大商所,71021,会员超仓，不可开仓
大商所,71022,个人客户不能在交割月的合约上开投机仓
大商所,71023,开仓数量超过实控组投机限制
大商所,71024,开仓数量超过实控组套保限制
大商所,71025,开仓数量超过实控组综合限制
大商所,71026,无此实控关系账户
大商所,71027,开仓超过当日客户在合约系列上开仓限额
大商所,71028,开仓超过当日客户在品种上开仓限额
大商所,71029,开仓超过当日实控组在合约系列上开仓限额
大商所,71030,开仓超过当日实控组在品种上开仓限额
大商所,71031,开仓数量超过境外客户组综合限制
大商所,71032,无此境外客户组
大商所,71033,开仓数量超过客户合并限仓
大商所,71034,开仓数量超过实控组合并限仓投机限制
大商所,71035,开仓数量超过实控组合并限仓套保限制
大商所,71036,开仓数量超过实控组合并限仓综合限制
大商所,71037,合约不存在
大商所,71038,合约对应交割月错误
大商所,71039,品种限仓模式错误
大商所,72001,本撮合主机不支持该合约
大商所,72002,基本定单不允许多个定单
大商所,72003,无此会员
大商所,72004,无此客户
大商所,72005,本交易状态不接受该类定单
大商所,72006,本交易状态不允许撤销定单
大商所,72007,交易状态错误，暂停服务
大商所,72008,本地报单号重复
大商所,72009,套利定单非法
大商所,72010,强平单数量非法
大商所,72011,非法报文
大商所,72012,本撮合组本交易状态下，不允许撤销定单
大商所,72013,该交易编码不是做市商
大商所,72014,批量撤单请求，没有需要撤的定单
大商所,72015,本撮合组批量撤单结束
大商所,72016,合约当前无最优价
大商所,73001,定单状态已为撤销
大商所,73002,定单被系统撤销
大商所,73003,无此撤销定单
大商所,73004,修改定单无效
大商所,73005,修改定单数量非法
大商所,73006,修改定单价格失败，卖价需大于买价
大商所,80990,初始化数据错误
大商所,80996,内存数据库剩余空间不足
大商所,80997,系统运行超出设计范围
大商所,80998,业务数据出错
大商所,80999,内存数据库出错
大商所,81000,行情订阅请求席位不存在
大商所,81001,行情订阅请求参数不正确
大商所,81002,席位没有行情订阅权限
大商所,81067,此席位类型不是Level2 行情 席位
大商所,91000,无应答
大商所,91001,请求数据错误
大商所,91002,没有定义的功能
大商所,91003,无后续结果
大商所,91004,转发失败
大商所,91005,接收失败
大商所,91006,应答数据错误
大商所,91008,回应失败
大商所,91009,FTCP域丢失
大商所,91010,系统级错误
大商所,91011,CA认证错误
大商所,91020,90000-90020 系统错误占用
大商所,111000,做市商保护资格检查不通过
大商所,111001,参数设置未变化
大商所,111002,做市商取消冻结失败，当前为非冻结状态
大商所,111003,做市商操作指令不存在
大商所,111004,启用成交/delta 量保护必须填写是 否
大商所,111005,该品种保护服务未开启
大商所,111006,交易所成交量保护服务未开启
大商所,111007,交易所delta 量保护服务未开启
大商所,111008,成交量保护阈值下限检查不通过
大商所,111009,delta量保护阈值下限检查不通过
大商所,111010,冻结时间片范围检查不通过
大商所,111011,全市场未开启，不允许报入指令
大商所,102001,合约不是询价应价合约
大商所,102002,不满足询价间隔
大商所,102003,此RFQ 已处理过
大商所,102004,场上有合理报价，不能询价
大商所,102005,合约交易状态不对，不可询价
大商所,102006,本合约做市商不能自询价
大商所,102007,交易系统当前不允许询价
大商所,102009,期权或标的期货合约达到停板价格不允许询价
大商所,102010,该时间段不允许询价
大商所,102011,合约交易权限检查，合约不可询价
大商所,102012,当前询价次数检查不通过
大商所,131010,写入流水文件失败
大商所,131011,读取流水文件失败
大商所,141000,请求的网关类型不存在
大商所,141001,非管理API 无法发出管理请求
大商所,141002,处理查询网关请求时未找到IP
大商所,141003,查询请求中IP 不合法
大商所,151000,输入数据范围不合法
上交所,5012,SecurityID错误或者业务类型ReqID错误
上交所,6000,上行消息超过4K（Message Exceed Max Length）
上交所,6001,上行消息校验和错误（CheckSum Error）
上交所,6002,心跳超时（Heartbeat Timeout）
上交所,6003,平台已有OMS登录（Already Login
上交所,6004,连接建立后5秒内未完成登录（Login Timeout）
上交所,6005,上行消息TargetCompId不正确（CompId Error）
上交所,6006,TDGW未登录至交易系统，请稍后重试（Not Ready）
上交所,6007,内部错误（Internal Error）
上交所,6008,不能识别的消息类型（Message Type Illegal）
上交所,6009,平台状态暂不接受申报
上交所,6010,SetID 错误
上交所,6011,Pbu错误
上交所,6012,首个消息非是Logon消息（Login First）
上交所,6013,NextRptIndex取值错误
上交所,12270,重复订单
上交所,1257,交易员申报的reqNum序号不连续
上交所,1507,后台应用错误
上交所,1508,后台架构错误
上交所,2014,PBU登录失败
上交所,2103,无法解析订单
上交所,4000,连接数据库失败
上交所,4001,数据库记录的交易日期不正确
上交所,4002,truncate数据库记录失败
上交所,5004,连接主机失败
上交所,5005,IP绑定失败
上交所,5006,连接主机超时
上交所,5007,连接主机失败
上交所,5008,交易员登录失败
上交所,5009,获取交易时间表失败
上交所,5010,参考数据中isix格式错误
上交所,5011,参考数据中rid格式错误
上交所,5012,产品代码SecurityID错误或者业务类型ReqID错误
上交所,5500,股票代码securityid字段格式错误
上交所,5501,订单状态ordstatus非法
上交所,5502,TimeStamp取值不正确
上交所,5601,没有找到对手方指令
上交所,5602,找到对手方指令，指令细节不一致
上交所,11000,未知错误
上交所,11002,找不到用户
上交所,11004,与原有密码不同
上交所,11006,请求已经被处理
上交所,11008,CN
上交所,11018,无效的市场类型
上交所,11030,无效的基础产品
上交所,11038,无效的价格
上交所,11100,无效的产品子类型
上交所,11132,产品数据不一致
上交所,11150,未找到记录
上交所,11208,总数量无效
上交所,11236,非法时间戳
上交所,11244,错误订单有效期
上交所,11248,无法读取该产品
上交所,11250,无效交易事务代码
上交所,11258,未获做市商授权
上交所,11262,无效订单类型
上交所,11270,无效PBU的PBU代码
上交所,11276,无效报价价格或数量
上交所,11292,无效的日期输入
上交所,11294,无效的日期参数
上交所,11298,无效的产品关联数据标识或交易员不存在
上交所,11302,产品或特许权限不关联到当前子组
上交所,11304,资源信息找不到
上交所,11310,PBU未分配特许权限
上交所,11410,已超过交易结束时段的开始时间
上交所,11412,无效的产品状态
上交所,11444,订单数量小于最低订单数量要求
上交所,11450,订单价格超出范围
上交所,11534,无效的PBU
上交所,11566,交易时段未定义
上交所,11568,订单类型和交易模型不匹配
上交所,11594,无效的交易时间表
上交所,11604,未找到报价
上交所,11610,找不到指定的订单
上交所,11622,无效的竞价匹配算法
上交所,11626,错误的营业部号码
上交所,11646,无查询结果
上交所,11702,投资者帐户与PBU无指定交易关系
上交所,11706,投资者帐户已被暂停
上交所,11712,无效投资者帐户
上交所,11740,该订单申报的业务已结束
上交所,11748,产品不匹配
上交所,11756,无目标地址
上交所,11794,投资者账户不存在
上交所,11802,无效标志位
上交所,11828,无效更新持仓数量
上交所,11836,投资者持仓不足
上交所,11852,无效的交易状态
上交所,11868,重复的记录
上交所,11902,不支持的交易类型
上交所,11948,外部系统使用的PBUID没有配置
上交所,11956,PBU已经被暂停
上交所,11958,无效合约到期月份
上交所,11970,更新持仓时所需保证金不足
上交所,12024,EzCS解密PBU密码失败
上交所,12026,无效的投资者类型.
上交所,12050,投资者持仓状态不存在
上交所,12058,ETF定义未找到
上交所,12098,无效的最大订单数量
上交所,12148,无效的检验日期
上交所,12200,内存订单簿耗光
上交所,12204,正在计算闭市价格…
上交所,12210,无效的融券标志
上交所,12226,没有对应的证券公司融券专用帐户
上交所,12228,无效的信用标签
上交所,12230,投资者非交易持仓不足
上交所,12240,开盘集合竞价最后五分钟不允许删除订单
上交所,12246,交易时间未到
上交所,12270,订单重传
上交所,12278,无效的广播重传请求序号区间
上交所,12284,不能在未开始的集合竞价中插入紧急停牌
上交所,12300,PBU的missid未被分配无法强制注销
上交所,12302,PBU未登录无法强制注销
上交所,13016,后台无法提供服务
上交所,13018,ETF定义文件检查错误
上交所,13032,最优五档及时成交剩余撤销市价订单对手方无未成交订单
上交所,13034,最优五档及时成交剩余转限价市价订单对手方和本方均无未成交订单
上交所,13036,限价即时全部成交类型订单可成交对手方不足
上交所,13038,市价即时全部成交类型订单可成交对手方不足
上交所,14300,繁忙
上交所,14304,产品未到上市日
上交所,14306,后台弹回请求
上交所,14312,CS弹回请求
上交所,14330,无效的基本订单类型
上交所,14332,无效的订单类型和限价组合
上交所,14374,无法登陆
上交所,14382,EZOES参考数据为空
上交所,14384,不允许参加开盘集合竞价
上交所,14394,用户IP不在IP白名单内
上交所,14404,禁止冰山订单交易
上交所,14424,超过集合竞价最大订单配置量
上交所,14426,此订单根本没有输入过
上交所,14428,此订单输入过，但是是废单
上交所,14430,此订单输入过，但是已经被完全撮合或撤单
上交所,14432,此订单本身即是撤单请求
上交所,14446,前台版本号不匹配
上交所,14466,请求类型无效
上交所,14468,过户方PBU已经被暂停
上交所,14470,无效过户方PBU的PBU代码
上交所,14472,过户方投资者帐户与过户方PBU无指定交易关系
上交所,14474,过户方投资者帐户已被暂停
上交所,14476,无效过户方投资者帐户
上交所,14480,请求正在处理中
上交所,14496,买方PBU与登陆PBU不为同一会员
上交所,14498,卖方PBU与登陆PBU不为同一会员
上交所,14516,消息未找到
上交所,14518,无效输入参数
上交所,14528,证券代码与原申报订单不一致
上交所,14532,无AddIdx权限
上交所,14534,无Add权限
上交所,14536,无update权限
上交所,14538,无read权限
上交所,14540,无del
上交所,14542,无del
上交所,14560,广播服务数据恢复中
上交所,14562,PBU可用登录节点已用完
上交所,14564,双边报价订单数量与消息类型不匹配
上交所,18038,非法的有效期
上交所,18566,会员结算准备金不足以开新仓
上交所,18568,计算权利金价格错误
上交所,18570,计算期权保证金错误
上交所,18572,资金不足以支付权利金
上交所,18574,资金不足以支付保证金
上交所,18576,期权开平仓类型错误
上交所,18582,无效的投资者类型
上交所,18584,开平仓方向不一致
上交所,18586,无效的结算会员
上交所,18588,无效的期权代码
上交所,18590,无效的价格量纲
上交所,18592,产品超过最后交易日
上交所,18594,非法的行权申请日
上交所,18598,无效的备兑标签
上交所,18602,未实现的功能请求
上交所,18604,无效的账户类型
上交所,18606,持仓超过账户标的限制
上交所,18608,持仓超过会员标的限制
上交所,18610,持仓超过会员全市场限制
上交所,18612,备兑持仓不足
上交所,18614,买入开仓不允许备兑
上交所,18616,卖出平仓不允许备兑
上交所,18618,认沽期权不允许备兑
上交所,18622,锁定现货不足
上交所,18624,FOK订单触发VOLA
上交所,18626,无效的处理类别
上交所,18628,开盘集合竞价不允许申报此类型订单
上交所,18630,盘中集合竞价不允许申报此类型订单
上交所,18632,无效的资金账户类型
上交所,18634,设置或查询产品信息失败
上交所,18636,持仓超过账户全市场限制
上交所,18638,PBU对该资金账户没有查询权限
上交所,18640,该产品已取消限开仓限制
上交所,18642,该产品已设置限开仓限制
上交所,18644,当前交易日无效
上交所,18646,日期小于当前交易日期
上交所,18648,VOLA最后一分钟不允许删除订单
上交所,18650,资金额度过大
上交所,18652,PBU无开仓权限
上交所,18654,PBU无平仓权限
上交所,18656,无效的投资者账户子编码
上交所,18658,合约无买入开仓权限
上交所,18660,合约无非备兑卖出开仓权限
上交所,18662,合约无备兑卖出开仓权限
上交所,18664,合约结算价异常
上交所,18668,收盘集合竞价最后一分钟不允许删除订单
上交所,18670,收盘集合竞价不允许申报此类型订单
上交所,19200,打包消息中消息头的信息错误
上交所,19202,打包消息中的指令长度错误
上交所,19204,持仓更新指令掩码中的双边信息与输入参数不一致
上交所,19206,持仓更新指令的掩码不存在
上交所,19208,持仓更新指令的掩码尚未启用
上交所,19210,持仓更新指令的掩码不可用于ETF申赎
上交所,19600,当前时间不在业务设置时间段内
上交所,20000,未指定的格式错误
上交所,20002,产品代码格式错误
上交所,20006,数量格式错误
上交所,20008,日期格式错误
上交所,20010,金额格式错误
上交所,20022,无效的业务类型
上交所,20036,无效订单买卖方向
上交所,20042,参数值非法
上交所,20044,非法分隔符个数
上交所,20046,未定义的模板key值
上交所,20048,非法账户
上交所,20050,价格步长非法
上交所,20056,业务PBU或REFF字段于STEP消息中内容不符
上交所,20058,业务PBU与登陆PBU不为同一会员
上交所,20088,非法消息类型
上交所,20090,产品已被暂停交易
上交所,20092,业务已被暂停交易
上交所,20096,订单数量和交易金额小于最低要求
上交所,20098,订单的数量不是整手数
上交所,20102,订单价格超出范围
上交所,20104,PBU已经被暂停
上交所,20106,PBU对该业务没有权限
上交所,20110,产品已停牌
上交所,20112,业务类型不可用
上交所,20114,产品不可用
上交所,20118,子类型不可用
上交所,20122,订阅关系不存在
上交所,20124,TXNCODE不存在
上交所,20128,PBU不存在
上交所,20132,产品索引号不合法
上交所,20136,权限标志不合法
上交所,20140,无效的RID
上交所,20142,无效的时段
上交所,20162,无效的INV
上交所,20164,账户已经被暂停
上交所,20166,账户对该业务没有交易权限
上交所,20176,该时段交易无效
上交所,20180,不是此账号的指定PBU
上交所,20182,无效的费率
上交所,20184,申报数量超过上限
上交所,20186,无效的订单状态
上交所,20188,该产品已停牌
上交所,20190,该产品已复牌
上交所,20192,会员不存在
上交所,20196,会员对该业务没有交易权限
上交所,20198,原始订单正在处理当中
上交所,20204,该产品已是参考竞价
上交所,20210,无效的数据格式
上交所,20212,输入的主键与记录中主键不一致
上交所,20214,未定义的文件名
上交所,20216,删除数据与文件原始记录不同
上交所,20218,位图长度与字段个数不符
上交所,20220,位图信息错误
上交所,20256,产品已被连续停牌
上交所,20258,基础产品已停牌
上交所,20268,组合策略构成头寸方向不符合要求
上交所,20270,组合策略构成合约标的不符合要求
上交所,20272,组合策略构成合约行权价格不符合要求
上交所,20274,组合策略构成合约乘数不一致
上交所,20276,组合份数与成分合约比例不符或成分合约比例与策略要求比例不符
上交所,20278,组合策略拆分数量超过SM78记录值
上交所,20280,合约不能进行垂直价差策略的组合
上交所,20282,认购期权普通卖开转备兑策略不支持拆分
上交所,20284,拆分申报策略与组合时不匹配
上交所,20286,拆分申报合约与组合时不匹配
上交所,20288,组合时组合编号不为空
上交所,20290,拆分申报账户与组合时不同
上交所,20292,拆分时，组合编号不能为空
上交所,20294,该组合持仓不存在
上交所,20296,资金不足以拆分
上交所,20298,组合份数必须大于0
上交所,20300,组合策略构成合约数量不符合要求
上交所,20302,组合策略构成合约到期日不符合要求
上交所,20304,组合策略构成合约期权类型不符合要求
上交所,20306,组合策略构成合约备兑标签不符合要求
上交所,20310,该产品已经独立停牌
上交所,20312,该产品停复牌预设时间有误
上交所,20314,禁止做市商自成交
上交所,21002,参数值非法
上交所,21004,参数值非法
上交所,21006,参数值非法
上交所,21008,参数值非法
上交所,21010,参数值非法
上交所,21012,参数值非法
上交所,21014,参数值非法
上交所,21016,参数值非法
上交所,21018,参数值非法
上交所,21020,参数值非法
上交所,21022,参数值非法
上交所,21024,参数值非法
上交所,21028,参数值非法
上交所,21030,参数值非法
上交所,21032,参数值非法
上交所,21034,参数值非法
上交所,21036,参数值非法
上交所,21038,无效参数
上交所,21040,无效参数
上交所,21042,无效参数
上交所,21046,无效参数
上交所,21048,无效参数
上交所,21054,无效参数
上交所,21056,无效参数
上交所,21070,无效参数
上交所,21078,无效参数
上交所,21080,无效参数
上交所,21082,无效参数
上交所,21084,无效参数
上交所,21086,无效参数
上交所,21094,无效参数
上交所,21100,无效参数
上交所,21102,参数值非法
上交所,21104,参数值非法
上交所,21114,参数值非法
上交所,21124,参数值非法
上交所,21132,参数值非法
上交所,21140,参数值非法
上交所,21142,参数值非法
上交所,21202,参数值非法
上交所,21204,参数值非法
上交所,21206,参数值非法
上交所,21208,参数值非法
上交所,21212,参数值非法
上交所,21214,参数值非法
上交所,21216,参数值非法
上交所,21218,参数值非法
上交所,21220,参数值非法
上交所,21224,参数值非法
上交所,21226,参数值非法
上交所,21228,参数值非法
上交所,21230,参数值非法
上交所,21232,参数值非法
上交所,21234,参数值非法
上交所,21236,参数值非法
上交所,21238,参数值非法
上交所,21240,参数值非法
上交所,21242,参数值非法
上交所,21244,STEP模板
上交所,21246,STEP模板
上交所,21248,STEP字段
上交所,21250,STEP字段
上交所,21252,STEP字段
上交所,21254,STEP字段
上交所,21256,STEP模板
上交所,21258,STEP模板
上交所,21260,参数值非法
上交所,21262,参数值非法
上交所,21264,参数值非法
上交所,21266,参数值非法
上交所,21268,参数值非法
上交所,21270,参数值非法
上交所,21272,参数值非法
上交所,21274,参数值非法
上交所,21276,参数值非法
上交所,21278,参数值非法
上交所,21280,参数值非法
上交所,21282,参数值非法
上交所,21284,参数值非法
上交所,21286,参数值非法
深交所,21001,账户为未开户账户 
深交所,21002,账户是一个无效账户（已注销、挂失等等） 
深交所,21003,账户无对应业务产品的交易权限 
深交所,21005,证券的业务开关关闭 
深交所,21006,当前阶段不允许申报该类委托 
深交所,21007,证券停牌，不允许该类申报委托 
深交所,21008,委托价格不是价格档位的整数倍;网上发行认购价格不等于发行价;配股认购价格不等于配股价 
深交所,21009,委托价格超过涨跌幅限制；盘后定价大宗交易委托价格不为指定价格；转融通证券出借委托的费率与公布的不一致 
深交所,21010,委托数量不是数量单位的整数倍；分级基金分拆合并委托数量非配比的整数倍 
深交所,21011,托数量和金额都未满足最低交易门槛要求；委托数量或金额超过上限;开放式基金申购未满足最低申购金额要求；债券质押式协议回购初始交易、到期续做金额超过质押券实际总面额 
深交所,21012,对折算率为0的证券不允许申报质押式回购质押申报；对非A股证券，成交申报业务子类别必须为非受限股份转让；对限售股份出借标志为否的证券，不允许使用首发后可出借限售股份进行转融通出借（含约定、非约定）;股份性质不适用于该产品所在的业务 
深交所,21013,融资融券标的不存在或业务被禁止；申报转融通证券出借委托，证券代码和期限不在当天发布的标的范围内;证券代码不在当天发布的港股通标的范围内;证券代码不在股票质押式回购业务标的范围内 
深交所,21014,证券当天集中竞价没有成交，不能申报以成交量加权平均价交易的委托 
深交所,21015,融券卖出禁止申报市价委托 
深交所,21016,融券卖出委托价格不满足提价检查要求 
深交所,21017,信用账户只能买入担保品证券 
深交所,21018,非信用账户申报融资融券委托 
深交所,21019,债券分销业务中，卖委托的交易单元非承销商交易单元 
深交所,21020,债券分销业务中，卖委托的证券账户非承销商证券账户或者买委托的证券账户为承销商证券账户 
深交所,21021,债券分销业务中，自行挂牌量超出自行挂牌总量 
深交所,21022,持有股份不足;质押式报价回购初始交易数量大于可用标准券数量 
深交所,21023,委托的交易单元不存在；黄金ETF投资者交易单元找不到托管单元；转融通投资者交易单元找不到托管单元 
深交所,21024,委托的交易单元无对应产品的交易权限 
深交所,21025,委托的交易单元无对应业务的交易权限 
深交所,21026,信用账户必须通过信用交易单元申报；非信用账户必须通过非信用交易单元申报 
深交所,21027,QFII账户未从指定交易单元申报 
深交所,21028,交易单元无对应产品的业务权限 
深交所,21029,市场参与者业务资格被限制；持有可售冻结股份账户禁止市场化转融通证券约定申报出借 
深交所,21030,协议交易成交申报约定号重复 
深交所,21031,交易双方申报要素不匹配 
深交所,21032,B股协议交易境内账户和境外账户不能成交 
深交所,21033,协议交易点击成交申报约定号错误，未找到对应的定价申报 
深交所,21034,委托中的金额必须为金额单位的整数倍 
深交所,21035,申购ETF时投资者成份股不足 
深交所,21036,赎回ETF时基金公司成份股不足 
深交所,21037,现金替代部分超过上限 
深交所,21038,合约账户标识码与申报交易单元对应的结算账号不一致；保证金查询指令中的结算账号与交易单元不匹配或交易单元无对应结算账号 
深交所,21039,网上发行重复认购；询价重复或报价重复 
深交所,21040,非证券金融公司专用交易单元申报借入委托；证券金融公司专用交易单元申报出借委托；非金交所专用交易单元申报委托； 
深交所,21041,解押业务中对应的已质押股份不足 
深交所,21042,解押业务中对应的标准券不足 
深交所,21046,市价委托不满足成交条件撤单 
深交所,21047,基金累计申购或赎回总规模超限；质押式报价回购总规模超限;国际市场互联额度不可用 
深交所,21048,单个账户基金累计申购或赎回规模超限 
深交所,21049,基金净申购或净赎回总规模超限 
深交所,21050,单个账户基金净申购或净赎回规模超限 
深交所,21051,回购天数超过业务限制 
深交所,21055,会员无对应业务的交易权限 
深交所,21056,非业务指定交易的证券账户 
深交所,21059,当日净买入金额超出设定限额 
深交所,21060,期权平仓检查时，可平数量不足;质押式报价回购提前购回时，申报数量大于未到期合约数量；期权构建组合申报时，成份合约单腿持仓不足;期权解除组合或组合策略单边平仓时，组合策略持仓不足或申报的组合流水号对应的持仓不存在 
深交所,21061,超过投资者交易量限额 
深交所,21062,超过结算参与人持仓限额 
深交所,21063,超过投资者持仓限额 
深交所,21064,结算参与人可用资金不足 
深交所,21065,平台已关闭 
深交所,21067,备兑标签错误，只有卖开认购合约或买平认购合约时备兑标签可以为备兑 
深交所,21068,结算机构代码错误 
深交所,21069,委托中的账户为结算受限账户 
深交所,21070,委托中的账户为不合格账户 
深交所,21071,强平主动撤单的OwnerType必须与原委托的一致 
深交所,21073,双边报价申报的买价必须低于卖价 
深交所,21074,强平委托必须是限价委托 
深交所,21075,报价被更新或撤销 
深交所,21076,竞价委托申报方式错误，TimeInForce、OrdType、MaxPriceLevels、MinQty 字段的组合不合法 
深交所,21077,无做市报价权限 
深交所,21078,超过结算参与人交易量限额 
深交所,21079,受限股份减持，可用额度不足 
深交所,21095,主动撤单请求的applid或证券id与原委托的不一致 
深交所,21096,主动撤单请求目标委托不能被撤销 
深交所,21097,主动撤单未找到原始委托或者没有可以被撤销的报价 
深交所,21099,重单 
深交所,21101,应用标识错误 
深交所,21102,证券不支持所申报的业务 
深交所,21103,解包失败 
深交所,21104,平台未开放 
深交所,21105,网关对交易单元无权限 
深交所,21106,字段取值错误 
深交所,21107,不支持的消息类型 
深交所,21108,委托申报的平台错误，例如向现货集中竞价平台申报发行认购业务的委托 
深交所,21110,价格类型错误 
深交所,21111,成交申报中的多方交易单元不属于同一会员；债券质押式协议回购委托中的本方交易单元不属于本方交易商 
深交所,21112,网关无申报委托权限 
深交所,21113,资金查询服务暂停 
深交所,21114,临时停市拒绝 
深交所,21115,成交申报报文TradeHandlingInstr、TradeReportTransType、TradeReportType字段组合不合法 
深交所,21116,成交请求发起方错误 
深交所,21117,证券账户无三方回购业务的正/逆回购权限 
深交所,21118,三方回购申报的篮子个数超限；三方回购交易业务申报的篮子编号不在质押券篮子清单范围内 
深交所,21119,质押券或交付债券个数不符合业务要求 
深交所,21120,债券质押式协议回购初始交易、质押券变更的质押券不在协议回购业务允许的质押券范围内；三方回购初始交易申报的指定质押券不在申报的质押券篮子内;三方回购补券申报的证券及换券申报的换入证券不在其对应的在途合约指定质押券篮子内 
深交所,21121,三方回购初始交易、补券、换券（仅换入）申报的指定质押券全天停牌；债券质押式协议回购、债券借贷业务初始交易、质押券变更委托或债券借贷到期续做委托中的质押券全天停牌；债券质押式协议回购到期续做时在途合约已质押券全天停牌 
深交所,21122,三方回购换券申报的换出证券不在其对应的在途合约质押券列表中 
深交所,21123,成交申报中的对手方交易单元不存在 
深交所,21124,三方回购初始交易指定质押券的到期日小于合约到期日；三方回购到期续做对应在途合约质押券到期日小于续做合约到期日；债券质押式协议回购初始交易指定质押券的到期日小于合约到期日；债券质押式协议回购到期续做对应在途合约质押券到期日小于续做合约到期日；债券质押式协议回购质押券变更指定质押券的到期日小于对应在途合约的到期日 
深交所,21125,对应合约不存在 
深交所,21126,协议回购、三方回购的到期购回、到期续做委托对应的在途合约不是当日到期合约；三方回购提前购回、换券、补券对应的在途合约不是未到期合约；协议回购提前购回、质押券变更或债券借贷提前终止、质押券变更对应的在途合约不是未到期合约；债券借贷到期结算、到期续做委托对应的在途合约不是当日到期合约或处在宽限期的合约 
深交所,21127,委托申报单元、证券账户、交易商代码、交易主体代码、交易主体类型与对应合约不一致 
深交所,21128,三方回购到期续做金额超过原合约金额；三方回购提前购回金额小于原合约金额；三方回购解除质押金额（场内结算）小于原合约金额 
深交所,21129,三方回购入库证券不在质押券篮子清单范围内；期权构建、解除组合或行权指令合并申报时，成份合约标的证券与委托中 SecurityID 不一致 
深交所,21130,成交请求模式下确认方发起的委托未找到提交方申报的委托 
深交所,21131,协议回购、三方回购、债券借贷在途合约当前状态不允许申报该类别委托，比如已对合约申报了到期购回，则不能再次申报到期购回或到期续做 
深交所,21132,期权构建组合或行权指令合并申报时，合约的标的、合约单位、到期日不符规则 
深交所,21133,成份合约已过组合自动解除日 
深交所,21134,合约不支持申报的策略 
深交所,21135,期权构建组合或行权指令合并申报时，委托成份合约个数不符规则 
深交所,21136,委托成份合约数量不符规则 
深交所,21137,委托成份合约权利仓/义务仓不符规则 
深交所,21138,期权构建组合或行权指令合并申报时，委托成份合约认购/认沽不符规则 
深交所,21139,期权构建组合或行权指令合并申报时，委托成份合约行权价不符规则 
深交所,21140,解除组合，申报的组合流水号对应组合策略持仓的参与人信息与委托中的不一致 
深交所,21143,交易商或对手方交易商未报备申报的交易主体代码、交易主体类型；对手方交易商未报备接收转发消息的交易单元 
深交所,21144,交易商未报备申报的交易员代码 
深交所,21145,证券账户在交易商已报备的交易主体账户列表中不存在 
深交所,21146,订单已超时 
深交所,21147,询价请求QuoteReqID、报价QuoteID、报价回复QuoteRespID重复 
深交所,21149,"债券转让业务回售转售中,卖委托的证券账户非回售转售专用账户 "
深交所,21150,结算方式错误 
深交所,21151,结算周期错误 
深交所,21153,债券借贷初始交易、到期续做标的券的到期日小于合约的到期日 
深交所,21154,借贷费用场内支付金额大于借贷费用金额 
深交所,21155,申报宽限期不符合规则 
深交所,21156,标的券非法 
深交所,21157,换出质押券不足 
深交所,21158,债券借贷在途合约不允许申报解除质押 
深交所,21159,债券借贷初始交易、到期续做的标的券不在允许的标的券范围内；债券借贷提前终止、到期结算已摘牌标的证券不能指定数量 
深交所,21160,债券借贷初始交易、到期续做的标的券全天停牌 
深交所,21161,标的证券券面总额不符合规则 
深交所,21162,质押券券面总额不符合规则 
深交所,21163,债券借贷的到期日不为交易日 
深交所,21164,竞买预约日期超过业务限制 
